# x rho vel Tmat Trad
-2.031993996183497631e-01 1.001286838026258286e+00 2.996144447392932264e+01 2.894088483282376778e+00 4.821339720532574979e+00
-2.031940706728633528e-01 1.001293179923504084e+00 2.996125470693000636e+01 2.903390843934358312e+00 4.827575521989158069e+00
-2.031887374652969480e-01 1.001299552676113258e+00 2.996106401907481143e+01 2.912738066765956368e+00 4.833823686145045428e+00
-2.031833999037168659e-01 1.001305956503728112e+00 2.996087240382685479e+01 2.922130440209303348e+00 4.840085423247662000e+00
-2.031780578961065453e-01 1.001312391632668275e+00 2.996067985444996395e+01 2.931568254985874145e+00 4.846362225243634470e+00
-2.031727113503705162e-01 1.001318858296573966e+00 2.996048636398946030e+01 2.941051804124687141e+00 4.852655897091693760e+00
-2.031673601743377300e-01 1.001325356737081895e+00 2.996029192525192641e+01 2.950581382980510980e+00 4.858968589260097559e+00
-2.031620041966822610e-01 1.001331886877968813e+00 2.996009654055495730e+01 2.960157291182837547e+00 4.865283703977385521e+00
-2.031566433082766798e-01 1.001338448912955759e+00 2.995990020413950816e+01 2.969779829203118560e+00 4.871600553466204353e+00
-2.031512774417706946e-01 1.001345043218507147e+00 2.995970290477943720e+01 2.979449298871617025e+00 4.877928983797183982e+00
-2.031459064900262568e-01 1.001351670018270079e+00 2.995950463582153489e+01 2.989166005387082770e+00 4.884269743666464159e+00
-2.031405303442139210e-01 1.001358329541805148e+00 2.995930539043620655e+01 2.998930256404932493e+00 4.890623812017310890e+00
-2.031351488937386818e-01 1.001365022025220153e+00 2.995910516159852932e+01 3.008742362057355901e+00 4.896992428888315096e+00
-2.031297620261654502e-01 1.001371747711836901e+00 2.995890394206832852e+01 3.018602634973425403e+00 4.903377127290354132e+00
-2.031243696271451127e-01 1.001378506852889982e+00 2.995870172436926993e+01 3.028511390299205353e+00 4.909779766041221016e+00
-2.031189715803400075e-01 1.001385299708259957e+00 2.995849850076697862e+01 3.038468945717851089e+00 4.916202563748481857e+00
-2.031135677790127936e-01 1.001392126300336693e+00 2.995829427063262429e+01 3.048475622972953492e+00 4.922634172803058483e+00
-2.031081581143760750e-01 1.001398986663117663e+00 2.995808903299035819e+01 3.058531746396630169e+00 4.929063973886673722e+00
-2.031027424549186056e-01 1.001405881276272947e+00 2.995788277353191020e+01 3.068637640274543443e+00 4.935506414263280739e+00
-2.030973206786932661e-01 1.001412810380530649e+00 2.995767548509808265e+01 3.078793633037174793e+00 4.941962259593799978e+00
-2.030918926617400200e-01 1.001419774222986225e+00 2.995746716033979240e+01 3.089000055797341826e+00 4.948432513416280543e+00
-2.030864582780282646e-01 1.001426773057789044e+00 2.995725779169756819e+01 3.099257242372452925e+00 4.954918449323499452e+00
-2.030810173993993772e-01 1.001433807146862920e+00 2.995704737138000340e+01 3.109565529306758780e+00 4.961421644220759930e+00
-2.030755698955089006e-01 1.001440876760664400e+00 2.995683589134113234e+01 3.119925255893611915e+00 4.967944012734661463e+00
-2.030701156337691993e-01 1.001447982178972351e+00 2.995662334325677989e+01 3.130336764197726662e+00 4.974487842427495643e+00
-2.030646545016718263e-01 1.001455123534436886e+00 2.995640972320452988e+01 3.140800400063951781e+00 4.981047246699005449e+00
-2.030591864255991141e-01 1.001462300683896300e+00 2.995619503551263918e+01 3.151316513971290423e+00 4.987601329799685068e+00
-2.030537112266300459e-01 1.001469514220271639e+00 2.995597926249160636e+01 3.161885454701560683e+00 4.994169271572577173e+00
-2.030482287726380897e-01 1.001476764402851272e+00 2.995576239643267868e+01 3.172507576068716251e+00 5.000751847882818346e+00
-2.030427389301025787e-01 1.001484051497751659e+00 2.995554442942355067e+01 3.183183234819474183e+00 5.007350078627916368e+00
-2.030372415641063244e-01 1.001491375778658099e+00 2.995532535332622359e+01 3.193912790658003598e+00 5.013965261225087566e+00
-2.030317365383331185e-01 1.001498737527605432e+00 2.995510515975371035e+01 3.204696606270611259e+00 5.020599005425341765e+00
-2.030262237150653182e-01 1.001506137035794053e+00 2.995488384004559634e+01 3.215535047350417841e+00 5.027253269029412053e+00
-2.030207029551813480e-01 1.001513574604448120e+00 2.995466138524245281e+01 3.226428482622062166e+00 5.033930394792291985e+00
-2.030151741189861192e-01 1.001521050489102116e+00 2.995443778775215904e+01 3.237377284232332730e+00 5.040630167374407833e+00
-2.030096370742881240e-01 1.001528564354195350e+00 2.995421305766208775e+01 3.248381831325069413e+00 5.047321257099077307e+00
-2.030040916722522237e-01 1.001536116914244490e+00 2.995398717365348773e+01 3.259442499456445930e+00 5.054027573272489526e+00
-2.029985377692247184e-01 1.001543708448813241e+00 2.995376012741757776e+01 3.270559670210877012e+00 5.060749899007540797e+00
-2.029929752202630500e-01 1.001551339244795669e+00 2.995353191042711671e+01 3.281733728383638304e+00 5.067489267847067325e+00
-2.029874038791395219e-01 1.001559009597214445e+00 2.995330251391253995e+01 3.292965062008296417e+00 5.074246998635295824e+00
-2.029818235983451569e-01 1.001566719810067951e+00 2.995307192883670311e+01 3.304254062384130997e+00 5.081024731943839079e+00
-2.029762342290933053e-01 1.001574470197213795e+00 2.995284014586842147e+01 3.315601124103556785e+00 5.087824467321938826e+00
-2.029706356213235863e-01 1.001582261083298508e+00 2.995260715535475526e+01 3.327006645079532809e+00 5.094648601895133133e+00
-2.029650276237056072e-01 1.001590092804724996e+00 2.995237294729206923e+01 3.338471026573004430e+00 5.101499969816758906e+00
-2.029594100192923523e-01 1.001597964980286415e+00 2.995213753313732141e+01 3.349994678106031021e+00 5.108344934652928160e+00
-2.029537826818517410e-01 1.001605878292993745e+00 2.995190089252280075e+01 3.361578005620218690e+00 5.115203898352114642e+00
-2.029481454539644736e-01 1.001613833099078699e+00 2.995166301485418003e+01 3.373221420759700440e+00 5.122080415257880937e+00
-2.029424981713644771e-01 1.001621829708337463e+00 2.995142389092668367e+01 3.384925339050834037e+00 5.128975538054922012e+00
-2.029368406676724246e-01 1.001629868439331661e+00 2.995118351127434053e+01 3.396690179570505563e+00 5.135890613912422076e+00
-2.029311727743590699e-01 1.001637949620301393e+00 2.995094186614268494e+01 3.408516364976636570e+00 5.142827322369307730e+00
-2.029254943207083883e-01 1.001646073590128250e+00 2.995069894545999389e+01 3.420404321538682790e+00 5.149787714413570860e+00
-2.029198051337809672e-01 1.001654240699344056e+00 2.995045473880720266e+01 3.432354479168127970e+00 5.156774252888955523e+00
-2.029141050383770906e-01 1.001662451311181812e+00 2.995020923538646329e+01 3.444367271448985246e+00 5.163789853667772434e+00
-2.029083938188410707e-01 1.001670705181858301e+00 2.994996244255077045e+01 3.456443139952768639e+00 5.170807649050334298e+00
-2.029026712991872927e-01 1.001679002772183136e+00 2.994971434658599208e+01 3.468582525268354200e+00 5.177835303852663884e+00
-2.028969373027353917e-01 1.001687344585267647e+00 2.994946493251445574e+01 3.480785871560497569e+00 5.184882275546723207e+00
-2.028911916389641579e-01 1.001695730956236874e+00 2.994921419038240273e+01 3.493053628072229078e+00 5.191949643444137230e+00
-2.028854341142557749e-01 1.001704162229686501e+00 2.994896210995390717e+01 3.505386247944888733e+00 5.199038791182477581e+00
-2.028796645318279857e-01 1.001712638760679175e+00 2.994870868068117886e+01 3.517784188252087940e+00 5.206151446578643593e+00
-2.028738826916664517e-01 1.001721160915789666e+00 2.994845389167332428e+01 3.530247910033693426e+00 5.213289722476735832e+00
-2.028680883904571131e-01 1.001729729074200881e+00 2.994819773166362609e+01 3.542777878329793850e+00 5.220456158853067130e+00
-2.028622814215184089e-01 1.001738343628848948e+00 2.994794018897534826e+01 3.555374562214676182e+00 5.227653766167658311e+00
-2.028564615740648669e-01 1.001747004489084381e+00 2.994768126638994588e+01 3.568038438382159061e+00 5.234862638038017657e+00
-2.028506286341871245e-01 1.001755711869037668e+00 2.994742095757771239e+01 3.580769985615642526e+00 5.242077324220897339e+00
-2.028447823849873766e-01 1.001764466434282630e+00 2.994715924271411467e+01 3.593569683742982246e+00 5.249313370323122285e+00
-2.028389226054982675e-01 1.001773268547963891e+00 2.994689611101719251e+01 3.606438019052733424e+00 5.256571887962738998e+00
-2.028330490710309186e-01 1.001782118583475878e+00 2.994663155139974720e+01 3.619375482119825627e+00 5.263854303507952359e+00
-2.028271615531065941e-01 1.001791016925545064e+00 2.994636555243702603e+01 3.632382567843469801e+00 5.271162399620018313e+00
-2.028212598193881444e-01 1.001799963971367946e+00 2.994609810233274771e+01 3.645459775485067055e+00 5.278498358070982555e+00
-2.028153436336116444e-01 1.001808960131804982e+00 2.994582918888346512e+01 3.658607608706118786e+00 5.285864803890745200e+00
-2.028094127555179205e-01 1.001818005832626035e+00 2.994555879944137189e+01 3.671826575606130572e+00 5.293264850557743095e+00
-2.028034669418307678e-01 1.001827101155011057e+00 2.994528693166002853e+01 3.685117191414865712e+00 5.300685813542416192e+00
-2.027975059456195439e-01 1.001836246038816380e+00 2.994501358741780095e+01 3.698479977087447246e+00 5.308108703282190532e+00
-2.027915295131855755e-01 1.001845441329145325e+00 2.994473874153590742e+01 3.711915451619205886e+00 5.315555337594543239e+00
-2.027855373879279832e-01 1.001854687420200563e+00 2.994446238231485324e+01 3.725424142061725341e+00 5.323026866279190195e+00
-2.027795293089450779e-01 1.001863984717291434e+00 2.994418449772448909e+01 3.739006580186738038e+00 5.330524764573538299e+00
-2.027735050109674697e-01 1.001873333638014119e+00 2.994390507536881074e+01 3.752663302528495226e+00 5.338050876694309999e+00
-2.027674642242915382e-01 1.001882734613491754e+00 2.994362410244893269e+01 3.766394850426141527e+00 5.345607460596100147e+00
-2.027614066747126242e-01 1.001892188089675173e+00 2.994334156572426409e+01 3.780201770066089040e+00 5.353197234243269875e+00
-2.027553320834584727e-01 1.001901694528701370e+00 2.994305745147194386e+01 3.794084612524387445e+00 5.360823422814224415e+00
-2.027492401604965022e-01 1.001911254204460588e+00 2.994277175159655968e+01 3.808043935373910394e+00 5.368480838040856185e+00
-2.027431305897622882e-01 1.001920866752667116e+00 2.994248447707573391e+01 3.822080306199477917e+00 5.376136536166221447e+00
-2.027370030949813828e-01 1.001930533216520924e+00 2.994219559682476373e+01 3.836194287079776721e+00 5.383818781907300455e+00
-2.027308573745720821e-01 1.001940254024781485e+00 2.994190509812373691e+01 3.850386449987595050e+00 5.391528771713635315e+00
-2.027246931216099279e-01 1.001950029618271953e+00 2.994161296789377147e+01 3.864657372101513833e+00 5.399268038926654967e+00
-2.027185100237397786e-01 1.001959860451164586e+00 2.994131919265861086e+01 3.879007635853347846e+00 5.407038499212064586e+00
-2.027123077630874903e-01 1.001969746992334986e+00 2.994102375850425801e+01 3.893437828975591763e+00 5.414842497534538168e+00
-2.027060860161718769e-01 1.001979689726781197e+00 2.994072665103657727e+01 3.907948544548866199e+00 5.422682856523694639e+00
-2.026998444538164468e-01 1.001989689157110064e+00 2.994042785533700268e+01 3.922540381049360647e+00 5.430562925989812051e+00
-2.026935827392618850e-01 1.001999745772976569e+00 2.994012735687570625e+01 3.937213942648615461e+00 5.438485288007096408e+00
-2.026873004616967788e-01 1.002009858873275983e+00 2.993982517670427157e+01 3.951969848569069299e+00 5.446402629403253925e+00
-2.026809973128801956e-01 1.002020029720000593e+00 2.993952127721743040e+01 3.966808708352691060e+00 5.454349844159054328e+00
-2.026746729326987517e-01 1.002030258780540306e+00 2.993921564455515139e+01 3.981731143552433849e+00 5.462328187780309818e+00
-2.026683269540642540e-01 1.002040546535420296e+00 2.993890826446667575e+01 3.996737781471671358e+00 5.470339264781912014e+00
-2.026619590027842754e-01 1.002050893479707439e+00 2.993859912226856324e+01 4.011829255217420176e+00 5.478385076385645647e+00
-2.026555686974328419e-01 1.002061300124490018e+00 2.993828820280054970e+01 4.027006203753551006e+00 5.486468069691759375e+00
-2.026491556492212298e-01 1.002071766998430480e+00 2.993797549037921257e+01 4.042269271954006093e+00 5.494591188301915174e+00
-2.026427194618685979e-01 1.002082294649389471e+00 2.993766096874953675e+01 4.057619110656010442e+00 5.502757924100929010e+00
-2.026362597314726455e-01 1.002092883646122701e+00 2.993734462103429905e+01 4.073056376713296345e+00 5.510972370326066461e+00
-2.026297759767728413e-01 1.002103533402025182e+00 2.993702646487382779e+01 4.088581742661949292e+00 5.519192048839023812e+00
-2.026232678012079014e-01 1.002114244933707932e+00 2.993670647001387408e+01 4.104195874376001640e+00 5.527439047451329301e+00
-2.026167347785455264e-01 1.002125018914420851e+00 2.993638461646064286e+01 4.119899446897062667e+00 5.535721239827783968e+00
-2.026101764638884306e-01 1.002135855869292325e+00 2.993606088864749282e+01 4.135693142949754986e+00 5.544040319172015785e+00
-2.026035924030612501e-01 1.002146756339334477e+00 2.993573527053534278e+01 4.151577651680793402e+00 5.552398390678860984e+00
-2.025969821324334064e-01 1.002157720883063874e+00 2.993540774556436190e+01 4.167553668718778859e+00 5.560798023025228076e+00
-2.025903451787422482e-01 1.002168750078203940e+00 2.993507829660320141e+01 4.183621896233989723e+00 5.569242301391820860e+00
-2.025836810589160819e-01 1.002179844523461982e+00 2.993474690589596321e+01 4.199783042998177507e+00 5.577734881618003016e+00
-2.025769892798972849e-01 1.002191004840391253e+00 2.993441355500670653e+01 4.216037824444360815e+00 5.586280045703230890e+00
-2.025702738571987238e-01 1.002202231591675430e+00 2.993407822726024392e+01 4.232386963433123483e+00 5.594879539139482105e+00
-2.025635514244125135e-01 1.002213525041832920e+00 2.993374091488915312e+01 4.248831192372133359e+00 5.603523459918018368e+00
-2.025568064800019330e-01 1.002224885628592910e+00 2.993340160495423774e+01 4.265371249335050408e+00 5.612208497711637101e+00
-2.025500307814890044e-01 1.002236313874944162e+00 2.993306028197188340e+01 4.282007878868212991e+00 5.620934444040053712e+00
-2.025432229868112666e-01 1.002247810336668765e+00 2.993271692948133378e+01 4.298741832511156602e+00 5.629702137123279826e+00
-2.025363849276580197e-01 1.002259375582007506e+00 2.993237153065206613e+01 4.315573869051845257e+00 5.638512670668728077e+00
-2.025295179077994390e-01 1.002271010177955057e+00 2.993202406869320242e+01 4.332504754729823659e+00 5.647366872437927121e+00
-2.025226206142294316e-01 1.002282714686851151e+00 2.993167452695526976e+01 4.349535263353923042e+00 5.656265180909372248e+00
-2.025156909388372561e-01 1.002294489679213640e+00 2.993132288854701883e+01 4.366666176280372902e+00 5.665208127430742202e+00
-2.025087279871086721e-01 1.002306335737743970e+00 2.993096913621583255e+01 4.383898282466748952e+00 5.674196479230692702e+00
-2.025017312184825280e-01 1.002318253451973007e+00 2.993061325250770821e+01 4.401232378608511908e+00 5.683231034633645429e+00
-2.024946996315598879e-01 1.002330243415559652e+00 2.993025521984793258e+01 4.418669269254498211e+00 5.692312520906874340e+00
-2.024876333357583658e-01 1.002342306232083757e+00 2.992989502036818195e+01 4.436209766849090741e+00 5.701441803873585457e+00
-2.024805314767530451e-01 1.002354442508859966e+00 2.992953263609127745e+01 4.453854691880901662e+00 5.710619657918947212e+00
-2.024733941563975903e-01 1.002366652862848095e+00 2.992916804875475378e+01 4.471604872926151053e+00 5.719846978230616052e+00
-2.024662208334967739e-01 1.002378937916717616e+00 2.992880123992842911e+01 4.489461146780329592e+00 5.729124633998157634e+00
-2.024590107884857992e-01 1.002391298299109224e+00 2.992843219100664243e+01 4.507424358554307453e+00 5.738453475472280907e+00
-2.024517631594994482e-01 1.002403734646628797e+00 2.992806088314875979e+01 4.525495361756119550e+00 5.747834402236692064e+00
-2.024444770525584414e-01 1.002416247601836119e+00 2.992768729733930044e+01 4.543675018410041844e+00 5.757268288065479744e+00
-2.024371511697889980e-01 1.002428837814791862e+00 2.992731141434179776e+01 4.561964199145136512e+00 5.766756032855795411e+00
-2.024297847274604267e-01 1.002441505943519884e+00 2.992693321468502177e+01 4.580363783294806979e+00 5.776298575179081851e+00
-2.024223767198816137e-01 1.002454252653889100e+00 2.992655267866663138e+01 4.598874659003068466e+00 5.785896884105540039e+00
-2.024149263387046149e-01 1.002467078619620144e+00 2.992616978635296832e+01 4.617497723331152493e+00 5.795551955566581981e+00
-2.024074326455838624e-01 1.002479984521835732e+00 2.992578451759258229e+01 4.636233882369884540e+00 5.805264793040388227e+00
-2.023998945172349462e-01 1.002492971048782655e+00 2.992539685202457278e+01 4.655084051352069707e+00 5.815036394647894014e+00
-2.023923114596659634e-01 1.002506038901511909e+00 2.992500676890910327e+01 4.674049154710972154e+00 5.824867943619326915e+00
-2.023846823437064624e-01 1.002519188784346760e+00 2.992461424741201625e+01 4.693130126281528369e+00 5.834760477104348197e+00
-2.023770058029967511e-01 1.002532421408819818e+00 2.992421926648732722e+01 4.712327909378675628e+00 5.844715019267636258e+00
-2.023692815733125483e-01 1.002545737506298051e+00 2.992382180450050555e+01 4.731643456794497382e+00 5.854733002149250964e+00
-2.023615084995411539e-01 1.002559137807078171e+00 2.992342183985248738e+01 4.751077731111821301e+00 5.864815553527968461e+00
-2.023536850721975588e-01 1.002572623047011779e+00 2.992301935078199904e+01 4.770631704762422487e+00 5.874963721347892687e+00
-2.023458107401837625e-01 1.002586193986001017e+00 2.992261431481360390e+01 4.790306359971970629e+00 5.885179083504383790e+00
-2.023378843156972695e-01 1.002599851382355967e+00 2.992220670952310613e+01 4.810102689125860032e+00 5.895462887414104181e+00
-2.023299043559402544e-01 1.002613595999636953e+00 2.992179651233341175e+01 4.830021694829922829e+00 5.905816278638436501e+00
-2.023218697604224348e-01 1.002627428624047301e+00 2.992138369999552694e+01 4.850064389869244152e+00 5.916240865650634007e+00
-2.023137792412134373e-01 1.002641350043129043e+00 2.992096824922445109e+01 4.870231797540573560e+00 5.926738014484100425e+00
-2.023056314700434621e-01 1.002655361051057348e+00 2.992055013654121964e+01 4.890524951732280634e+00 5.937309021603298653e+00
-2.022974249960400595e-01 1.002669462461939442e+00 2.992012933787616902e+01 4.910944896926483949e+00 5.947955537586802066e+00
-2.022891584139157040e-01 1.002683655094157134e+00 2.991970582903622500e+01 4.931492688484732767e+00 5.958679055130863489e+00
-2.022808303558499277e-01 1.002697939773962155e+00 2.991927958559772094e+01 4.952169392749298460e+00 5.969481023023807786e+00
-2.022724392948608008e-01 1.002712317347305593e+00 2.991885058255349605e+01 4.972976087063877060e+00 5.980363215758947248e+00
-2.022639837146883446e-01 1.002726788665517121e+00 2.991841879474030463e+01 4.993913860053896592e+00 5.991327271897425533e+00
-2.022554620637128653e-01 1.002741354587805445e+00 2.991798419676430854e+01 5.014983811744160747e+00 6.002374771319824553e+00
-2.022468727823819312e-01 1.002756015995246441e+00 2.991754676258378254e+01 5.036187053562579230e+00 6.013507665767765964e+00
-2.022382141462737426e-01 1.002770773765070844e+00 2.991710646627641168e+01 5.057524708742985986e+00 6.024727472044061116e+00
-2.022294842980952578e-01 1.002785628778078530e+00 2.991666328181808510e+01 5.078997912401018944e+00 6.036035506725465183e+00
-2.022206815712145334e-01 1.002800581956877046e+00 2.991621718194223689e+01 5.100607811296871574e+00 6.047434051817047518e+00
-2.022118041996913695e-01 1.002815634234169639e+00 2.991576813908610788e+01 5.122355564304940323e+00 6.058925362662644254e+00
-2.022028504071598787e-01 1.002830786564609999e+00 2.991531612503718307e+01 5.144242342446956329e+00 6.070512020522123464e+00
-2.021938182893442959e-01 1.002846039904494058e+00 2.991486111153916028e+01 5.166269329255714915e+00 6.082196310136830597e+00
-2.021847051177126930e-01 1.002861395086310781e+00 2.991440307403404120e+01 5.188437722234368721e+00 6.093976489588079914e+00
-2.021755092832921985e-01 1.002876853177599559e+00 2.991394198095755641e+01 5.210748729318845918e+00 6.105857519655591759e+00
-2.021662287167508010e-01 1.002892415191846798e+00 2.991347780236347376e+01 5.233203572009434978e+00 6.117842361224503200e+00
-2.021568613237132994e-01 1.002908082170864024e+00 2.991301050746636747e+01 5.255803484688263083e+00 6.129934435664904591e+00
-2.021474049899965320e-01 1.002923855187981550e+00 2.991254006454657244e+01 5.278549714750762512e+00 6.142137697833141452e+00
-2.021378566332155680e-01 1.002939735062609916e+00 2.991206644946339566e+01 5.301443525790077160e+00 6.154448367616289772e+00
-2.021282140290653895e-01 1.002955722919046444e+00 2.991158962898848372e+01 5.324486191898608389e+00 6.166871202364134774e+00
-2.021184748289915067e-01 1.002971819887957805e+00 2.991110956970985413e+01 5.347679000961065299e+00 6.179410716486898991e+00
-2.021086364859460138e-01 1.002988027087189371e+00 2.991062623860425518e+01 5.371023255040380917e+00 6.192070636753383539e+00
-2.020986963894325084e-01 1.003004345665625463e+00 2.991013960172929487e+01 5.394520270093599912e+00 6.204855155182332993e+00
-2.020886514773241605e-01 1.003020776655872970e+00 2.990964962861653831e+01 5.418171377743636441e+00 6.217764780507573974e+00
-2.020784985260124234e-01 1.003037321092475009e+00 2.990915628874606114e+01 5.441977924214395301e+00 6.230799736703652947e+00
-2.020682347562946790e-01 1.003053980248495236e+00 2.990865954449215280e+01 5.465941267945486182e+00 6.243966511351469073e+00
-2.020578570143469199e-01 1.003070755321810559e+00 2.990815936047825474e+01 5.490062783165726046e+00 6.257269029368191404e+00
-2.020473620315872965e-01 1.003087647540189087e+00 2.990765570044370492e+01 5.514343858954903865e+00 6.270711594514605025e+00
-2.020367464061963159e-01 1.003104658125447246e+00 2.990714852831261439e+01 5.538785899834607562e+00 6.284297896577694331e+00
-2.020260065268115468e-01 1.003121788107812495e+00 2.990663781372844454e+01 5.563390328034143018e+00 6.298026019375011053e+00
-2.020151387772702312e-01 1.003139038876215583e+00 2.990612351564747939e+01 5.588158577615223166e+00 6.311903351449664079e+00
-2.020041393575482680e-01 1.003156411720880659e+00 2.990560559597682655e+01 5.613092099714416250e+00 6.325934108169786185e+00
-2.019930043276287612e-01 1.003173907962714884e+00 2.990508401571685582e+01 5.638192361327954316e+00 6.340122844253643919e+00
-2.019817296032473952e-01 1.003191528956129286e+00 2.990455873487737293e+01 5.663460845490497775e+00 6.354474507098813341e+00
-2.019703109850275458e-01 1.003209275883039764e+00 2.990402971861833237e+01 5.688899053824645335e+00 6.368989045391231230e+00
-2.019587440896414288e-01 1.003227150163292336e+00 2.990349692501542478e+01 5.714508502134227008e+00 6.383672192853038219e+00
-2.019470243818859978e-01 1.003245153228332409e+00 2.990296031180744052e+01 5.740290723162568831e+00 6.398529445170821894e+00
-2.019351471719533497e-01 1.003263286516159258e+00 2.990241983654686209e+01 5.766247266879593880e+00 6.413565928041113473e+00
-2.019231076069513686e-01 1.003281551502081648e+00 2.990187545568334215e+01 5.792379700360645423e+00 6.428787177923357632e+00
-2.019109005961437220e-01 1.003299949583063455e+00 2.990132712801087678e+01 5.818689609357688752e+00 6.444196206550649286e+00
-2.018985208636324691e-01 1.003318482178982896e+00 2.990077481164975737e+01 5.845178597383197783e+00 6.459796108950674132e+00
-2.018859630456018295e-01 1.003337150905817543e+00 2.990021845888578866e+01 5.871848283924322232e+00 6.475594344355434906e+00
-2.018732215440798006e-01 1.003355957340288596e+00 2.989965802318497623e+01 5.898700307409138865e+00 6.491596773937470921e+00
-2.018602905682934379e-01 1.003374903101146298e+00 2.989909345677127916e+01 5.925736324511591491e+00 6.507809690304887873e+00
-2.018471640931503164e-01 1.003393989810586140e+00 2.989852471177667326e+01 5.952958010856761462e+00 6.524238852236710073e+00
-2.018338356908677966e-01 1.003413218912259985e+00 2.989795174566386393e+01 5.980367063452063370e+00 6.540885113009248464e+00
-2.018202990076109204e-01 1.003432592227495590e+00 2.989737450465280233e+01 6.007965194342569148e+00 6.557757871090630353e+00
-2.018065473514469299e-01 1.003452111491568877e+00 2.989679293753926359e+01 6.035754136357599720e+00 6.574863747541114911e+00
-2.017925737984755385e-01 1.003471778486307420e+00 2.989620699174387042e+01 6.063735641807087795e+00 6.592209790882596288e+00
-2.017783711868573748e-01 1.003491595043819462e+00 2.989561661320141894e+01 6.091911482703209479e+00 6.609803530442238007e+00
-2.017639320959554450e-01 1.003511562765711629e+00 2.989502175472596335e+01 6.120283454455432981e+00 6.627646447976140998e+00
-2.017492488694629660e-01 1.003531683587935097e+00 2.989442235918327029e+01 6.148853369302757166e+00 6.645747157636783697e+00
-2.017343135925538933e-01 1.003551959459092924e+00 2.989381836907555723e+01 6.177623060473234951e+00 6.664113786352954705e+00
-2.017191180857625388e-01 1.003572392343503150e+00 2.989320972645049679e+01 6.206594382440382418e+00 6.682754041850180293e+00
-2.017036539007557305e-01 1.003592984260107679e+00 2.989259637174257733e+01 6.235769210737935886e+00 6.701676079172667500e+00
-2.016879124432738868e-01 1.003613736946203039e+00 2.989197825378918694e+01 6.265149446450110737e+00 6.720881006202540142e+00
-2.016718848264888175e-01 1.003634652239100644e+00 2.989135531846199711e+01 6.294737011819364625e+00 6.740371553917030134e+00
-2.016555617152383795e-01 1.003655732471450790e+00 2.989072749689431774e+01 6.324533845553625966e+00 6.760160605984030013e+00
-2.016389335699893814e-01 1.003676979815663284e+00 2.989009472500788434e+01 6.354541911304056434e+00 6.780256581363267365e+00
-2.016219905544709701e-01 1.003698396518073466e+00 2.988945693653879587e+01 6.384763195061141872e+00 6.800668612370045274e+00
-2.016047225292668110e-01 1.003719984905416585e+00 2.988881406284541242e+01 6.415199705383074047e+00 6.821406624376878725e+00
-2.015871190454075201e-01 1.003741747391512895e+00 2.988816603271000005e+01 6.445853473624083563e+00 6.842481412425320819e+00
-2.015691693379628169e-01 1.003763686484169249e+00 2.988751277213408031e+01 6.476726554162800298e+00 6.863904714503840765e+00
-2.015508623184928960e-01 1.003785804792584502e+00 2.988685420411877303e+01 6.507821024626720963e+00 6.885689287101118161e+00
-2.015321886638592741e-01 1.003808104484172903e+00 2.988619026483762653e+01 6.539138993292504587e+00 6.907837733558825022e+00
-2.015131398481461167e-01 1.003830587479446868e+00 2.988552089783201993e+01 6.570682597033496997e+00 6.930346898808286582e+00
-2.014937050411043373e-01 1.003853256250518688e+00 2.988484603023819730e+01 6.602453991262412281e+00 6.953224117139535920e+00
-2.014738737099701638e-01 1.003876113182350149e+00 2.988416559180606669e+01 6.634455358575185535e+00 6.976474027823751811e+00
-2.014536345880238166e-01 1.003899160882082198e+00 2.988347950569090372e+01 6.666688905050368597e+00 7.000104750296556766e+00
-2.014329759727441493e-01 1.003922402108593737e+00 2.988278769055192186e+01 6.699156861504548921e+00 7.024126315877699867e+00
-2.014118884508351859e-01 1.003945838885608399e+00 2.988209008695165281e+01 6.731861495729559941e+00 7.048533499394155299e+00
-2.013903593223584920e-01 1.003969474405052908e+00 2.988138660070102759e+01 6.764805087481155610e+00 7.073342765130324672e+00
-2.013683763691586637e-01 1.003993311777342745e+00 2.988067714006161779e+01 6.797989945427084457e+00 7.098567609522714150e+00
-2.013459313157276998e-01 1.004017352702138544e+00 2.987996165530426751e+01 6.831418425672998396e+00 7.124193938342361143e+00
-2.013230115129245601e-01 1.004041600682918256e+00 2.987924004303698311e+01 6.865092888692064577e+00 7.150240675376478450e+00
-2.012996055410766483e-01 1.004066058902624903e+00 2.987851220943364439e+01 6.899015728343689702e+00 7.176719301908137894e+00
-2.012757048199461107e-01 1.004090729263853232e+00 2.987777809879235491e+01 6.933189385667549942e+00 7.203616939397505803e+00
-2.012512983946136425e-01 1.004115615097567416e+00 2.987703761292963733e+01 6.967616312168179782e+00 7.230945872032306099e+00
-2.012263760261202017e-01 1.004140719600026932e+00 2.987629065769757020e+01 7.002298991577868392e+00 7.258714634951138223e+00
-2.012009287187310758e-01 1.004166045027445220e+00 2.987553716694339911e+01 7.037239951645559266e+00 7.286914184835946884e+00
-2.011749470487820823e-01 1.004191594509200813e+00 2.987477704855966110e+01 7.072441739387315351e+00 7.315550040128759868e+00
-2.011484218664723600e-01 1.004217371301074690e+00 2.987401020670622742e+01 7.107906931827024266e+00 7.344628749562968295e+00
-2.011213450220679932e-01 1.004243377852475749e+00 2.987323656955896212e+01 7.143638149702239204e+00 7.374142155176469871e+00
-2.010937083678072668e-01 1.004269617183005447e+00 2.987245604835736046e+01 7.179638038557273561e+00 7.404091056075834842e+00
