time,n_e,n_HI,n_HII,n_gamma,Egas,gas_temp
8800.0,85.86306497611088,14.136935023989073,85.86306497611088,4914.136932954482,3.3526950726485574e-9,87101.67018664634
8850.0,86.0184039740847,13.981596026015243,86.0184039740847,4913.981593935413,3.3587231280666595e-9,87185.40958817837
8900.0,86.1720312779208,13.827968722179135,86.1720312779208,4913.827966610419,3.3646847598195465e-9,87268.0888176948
8950.0,86.3239658538933,13.676034146206645,86.3239658538933,4913.676032013228,3.370580703908717e-9,87349.72295845223
9000.0,86.47422645582839,13.52577354427155,86.47422645582839,4913.525771390014,3.376411688091453e-9,87430.32684005593
9050.0,86.62283162753417,13.377168372565755,86.62283162753417,4913.377166196969,3.382178431975119e-9,87509.91504363793
9100.0,86.76979970520154,13.230200294898411,86.76979970520154,4913.230198097903,3.3878816471103254e-9,87588.50190690799
9150.0,86.9151488197764,13.084851180323547,86.9151488197764,4913.08484896187,3.393522037082987e-9,87666.10152908102
9200.0,87.05889689930412,12.941103100795837,87.05889689930412,4912.941100860827,3.3991002976052977e-9,87742.72777568507
9250.0,87.20106167124578,12.798938328854184,87.20106167124578,4912.798936067311,3.404617116605621e-9,87818.39428325232
9300.0,87.34166066476723,12.658339335332725,87.34166066476723,4912.658337052159,3.410073174317312e-9,87893.11446389729
9350.0,87.48071121300103,12.519288787098926,87.48071121300103,4912.519286482238,3.415469143366496e-9,87966.90150978477
9400.0,87.61823045528152,12.381769544818443,87.61823045528152,4912.381767218215,3.4208056888588034e-9,88039.76839749109
9450.0,87.75423533935356,12.245764660746408,87.75423533935356,4912.245762312345,3.4260834684650855e-9,88111.72789226145
9500.0,87.8887426235552,12.11125737654476,87.8887426235552,4912.111255006291,3.4313031325061025e-9,88182.79255216575
9550.0,88.02176887897458,11.978231121125383,88.02176887897458,4911.978228728964,3.4364653240362332e-9,88252.97473215718
9600.0,88.15333049158134,11.846669508518623,88.15333049158134,4911.846667094395,3.44157067892619e-9,88322.28658803449
9650.0,88.28344366433298,11.716556335766969,88.28344366433298,4911.716553899629,3.446619825944749e-9,88390.74008031178
9700.0,88.41212441925641,11.587875580843507,88.41212441925641,4911.587873122638,3.4516133868395263e-9,88458.34697799756
9750.0,88.53938859950507,11.46061140059486,88.53938859950507,4911.46060892027,3.4565519764168117e-9,88525.11886228668
9800.0,88.6652518713916,11.334748128708327,88.6652518713916,4911.334745626212,3.461436202620448e-9,88591.06713016621
9850.0,88.78972972639703,11.210270273702893,88.78972972639703,4911.210267748984,3.4662666666097925e-9,88656.20299793831
9900.0,88.91283748315608,11.087162516943843,88.91283748315608,4911.087159969952,3.471043962836768e-9,88720.53750466237
9950.0,89.0345902894193,10.965409710680648,89.0345902894193,4910.965407141365,3.4757686791219935e-9,88784.08151551816
10000.0,89.15500312399212,10.844996876107833,89.15500312399212,4910.84499428442,3.4804413967300426e-9,88846.84572509263
