# x density Mach
7.585532746823069328e-01 5.572505157785301311e-01 1.973977535872172506e+00
7.595307917888562965e-01 5.570625763487384585e-01 1.974643508113469004e+00
7.605083088954056603e-01 5.568748705869626114e-01 1.975309101020427560e+00
7.614858260019550240e-01 5.566873979519020299e-01 1.975974315292548633e+00
7.624633431085043878e-01 5.565001579041342072e-01 1.976639151627144875e+00
7.634408602150537515e-01 5.563131499061066965e-01 1.977303610719350679e+00
7.644183773216031152e-01 5.561263734221272292e-01 1.977967693262131954e+00
7.653958944281524790e-01 5.559398279183561664e-01 1.978631399946296110e+00
7.663734115347018427e-01 5.557535128627973942e-01 1.979294731460499834e+00
7.673509286412512065e-01 5.555674277252896642e-01 1.979957688491260859e+00
7.683284457478005702e-01 5.553815719774981563e-01 1.980620271722965287e+00
7.693059628543499340e-01 5.551959450929063733e-01 1.981282481837878695e+00
7.702834799608992977e-01 5.550105465468070376e-01 1.981944319516153907e+00
7.712609970674486615e-01 5.548253758162947635e-01 1.982605785435839874e+00
7.722385141739980252e-01 5.546404323802563985e-01 1.983266880272893884e+00
7.732160312805473890e-01 5.544557157193642505e-01 1.983927604701186009e+00
7.741935483870967527e-01 5.542712253160667624e-01 1.984587959392511980e+00
7.751710654936461165e-01 5.540869606545804071e-01 1.985247945016600957e+00
7.761485826001954802e-01 5.539029212208826936e-01 1.985907562241123303e+00
7.771260997067448439e-01 5.537191065027025072e-01 1.986566811731701465e+00
7.781036168132942077e-01 5.535355159895131161e-01 1.987225694151917743e+00
7.790811339198435714e-01 5.533521491725240660e-01 1.987884210163322507e+00
7.800586510263929352e-01 5.531690055446730758e-01 1.988542360425444633e+00
7.810361681329422989e-01 5.529860846006181552e-01 1.989200145595798164e+00
7.820136852394916627e-01 5.528033858367298325e-01 1.989857566329892968e+00
7.829912023460410264e-01 5.526209087510832729e-01 1.990514623281241846e+00
7.839687194525903902e-01 5.524386528434507282e-01 1.991171317101369631e+00
7.849462365591397539e-01 5.522566176152934325e-01 1.991827648439822296e+00
7.859237536656891177e-01 5.520748025697544970e-01 1.992483617944174057e+00
7.869012707722384814e-01 5.518932072116509158e-01 1.993139226260036700e+00
7.878787878787878451e-01 5.517118310474660170e-01 1.993794474031068242e+00
7.888563049853372089e-01 5.515306735853419129e-01 1.994449361898980699e+00
7.898338220918865726e-01 5.513497343350721724e-01 1.995103890503547861e+00
7.908113391984359364e-01 5.511690128080943829e-01 1.995758060482615281e+00
7.917888563049853001e-01 5.509885085174823782e-01 1.996411872472106275e+00
7.927663734115346639e-01 5.508082209779394667e-01 1.997065327106031685e+00
7.937438905180840276e-01 5.506281497057906593e-01 1.997718425016496990e+00
7.947214076246333914e-01 5.504482942189754535e-01 1.998371166833711410e+00
7.956989247311827551e-01 5.502686540370406165e-01 1.999023553185995228e+00
7.966764418377321189e-01 5.500892286811333021e-01 1.999675584699787123e+00
7.976539589442814826e-01 5.499100176739933898e-01 2.000327261999653050e+00
7.986314760508308463e-01 5.497310205399466021e-01 2.000978585708295121e+00
7.996089931573802101e-01 5.495522368048977313e-01 2.001629556446555824e+00
8.005865102639295738e-01 5.493736659963229796e-01 2.002280174833430237e+00
8.015640273704789376e-01 5.491953076432635195e-01 2.002930441486070468e+00
8.025415444770283013e-01 5.490171612763180553e-01 2.003580357019795866e+00
8.035190615835776651e-01 5.488392264276362731e-01 2.004229922048098356e+00
8.044965786901270288e-01 5.486615026309121790e-01 2.004879137182651316e+00
8.054740957966763926e-01 5.484839894213763278e-01 2.005528003033317574e+00
8.064516129032257563e-01 5.483066863357900500e-01 2.006176520208156067e+00
8.074291300097751201e-01 5.481295929124381239e-01 2.006824689313429388e+00
8.084066471163244838e-01 5.479527086911220035e-01 2.007472510953612677e+00
8.093841642228738475e-01 5.477760332131538235e-01 2.008119985731397605e+00
8.103616813294232113e-01 5.475995660213486271e-01 2.008767114247704821e+00
8.113391984359725750e-01 5.474233066600187048e-01 2.009413897101687052e+00
8.123167155425219388e-01 5.472472546749665989e-01 2.010060334890737543e+00
8.132942326490713025e-01 5.470714096134783322e-01 2.010706428210499386e+00
8.142717497556207773e-01 5.468957710243177450e-01 2.011352177654869067e+00
8.152492668621701410e-01 5.467203384577191683e-01 2.011997583816006241e+00
8.162267839687195048e-01 5.465451114653810949e-01 2.012642647284341280e+00
8.172043010752688685e-01 5.463700896004602958e-01 2.013287368648581044e+00
8.181818181818182323e-01 5.461952724175649365e-01 2.013931748495715102e+00
8.191593352883675960e-01 5.460206594727488039e-01 2.014575787411025054e+00
8.201368523949169598e-01 5.458462503235040897e-01 2.015219485978090752e+00
8.211143695014663235e-01 5.456720445287560617e-01 2.015862844778796070e+00
8.220918866080156873e-01 5.454980416488564021e-01 2.016505864393337788e+00
8.230694037145650510e-01 5.453242412455772126e-01 2.017148545400230031e+00
8.240469208211144148e-01 5.451506428821043526e-01 2.017790888376314040e+00
8.250244379276637785e-01 5.449772461230322218e-01 2.018432893896762614e+00
8.260019550342131422e-01 5.448040505343566542e-01 2.019074562535088102e+00
8.269794721407625060e-01 5.446310556834697003e-01 2.019715894863148176e+00
8.279569892473118697e-01 5.444582611391529658e-01 2.020356891451154713e+00
8.289345063538612335e-01 5.442856664715721715e-01 2.020997552867677349e+00
8.299120234604105972e-01 5.441132712522707138e-01 2.021637879679652361e+00
8.308895405669599610e-01 5.439410750541641137e-01 2.022277872452388880e+00
8.318670576735093247e-01 5.437690774515336889e-01 2.022917531749575115e+00
8.328445747800586885e-01 5.435972780200214460e-01 2.023556858133284564e+00
8.338220918866080522e-01 5.434256763366231979e-01 2.024195852163983567e+00
8.347996089931574160e-01 5.432542719796836783e-01 2.024834514400537078e+00
8.357771260997067797e-01 5.430830645288903247e-01 2.025472845400214883e+00
8.367546432062561435e-01 5.429120535652677271e-01 2.026110845718698705e+00
8.377321603128055072e-01 5.427412386711717440e-01 2.026748515910087978e+00
8.387096774193548709e-01 5.425706194302837293e-01 2.027385856526906505e+00
8.396871945259042347e-01 5.424001954276056470e-01 2.028022868120108235e+00
8.406647116324535984e-01 5.422299662494531880e-01 2.028659551239085257e+00
8.416422287390029622e-01 5.420599314834513294e-01 2.029295906431671348e+00
8.426197458455523259e-01 5.418900907185282279e-01 2.029931934244150415e+00
8.435972629521016897e-01 5.417204435449095579e-01 2.030567635221261824e+00
8.445747800586510534e-01 5.415509895541136265e-01 2.031203009906206169e+00
8.455522971652004172e-01 5.413817283389454893e-01 2.031838058840651939e+00
8.465298142717497809e-01 5.412126594934912882e-01 2.032472782564741287e+00
8.475073313782991447e-01 5.410437826131131445e-01 2.033107181617097581e+00
8.484848484848485084e-01 5.408750972944440516e-01 2.033741256534828068e+00
8.494623655913978721e-01 5.407066031353818802e-01 2.034375007853533646e+00
8.504398826979472359e-01 5.405382997350847152e-01 2.035008436107311969e+00
8.514173998044965996e-01 5.403701866939647491e-01 2.035641541828765000e+00
8.523949169110459634e-01 5.402022636136841749e-01 2.036274325549004338e+00
8.533724340175953271e-01 5.400345300971485241e-01 2.036906787797657437e+00
8.543499511241446909e-01 5.398669857485028922e-01 2.037538929102872043e+00
8.553274682306940546e-01 5.396996301731257217e-01 2.038170749991324637e+00
8.563049853372434184e-01 5.395324629776238057e-01 2.038802250988223985e+00
8.572825024437927821e-01 5.393654837698278470e-01 2.039433432617317354e+00
8.582600195503421459e-01 5.391986921587865744e-01 2.040064295400897176e+00
8.592375366568915096e-01 5.390320877547617462e-01 2.040694839859805487e+00
8.602150537634408733e-01 5.388656701692235984e-01 2.041325066513440589e+00
8.611925708699902371e-01 5.386994390148455158e-01 2.041954975879761935e+00
8.621700879765396008e-01 5.385333939054988139e-01 2.042584568475296347e+00
8.631476050830889646e-01 5.383675344562482978e-01 2.043213844815142899e+00
8.641251221896383283e-01 5.382018602833469334e-01 2.043842805412979136e+00
8.651026392961876921e-01 5.380363710042308512e-01 2.044471450781066846e+00
8.660801564027370558e-01 5.378710662375145724e-01 2.045099781430256503e+00
8.670576735092864196e-01 5.377059456029864570e-01 2.045727797869993481e+00
8.680351906158357833e-01 5.375410087216035970e-01 2.046355500608322942e+00
8.690127077223851471e-01 5.373762552154868199e-01 2.046982890151896051e+00
8.699902248289345108e-01 5.372116847079159152e-01 2.047609967005975307e+00
8.709677419354838745e-01 5.370472968233254152e-01 2.048236731674438538e+00
8.719452590420332383e-01 5.368830911872990441e-01 2.048863184659786452e+00
8.729227761485826020e-01 5.367190674265660544e-01 2.049489326463144856e+00
8.739002932551319658e-01 5.365552251689951202e-01 2.050115157584273984e+00
8.748778103616813295e-01 5.363915640435908960e-01 2.050740678521570715e+00
8.758553274682306933e-01 5.362280836804885764e-01 2.051365889772074791e+00
8.768328445747800570e-01 5.360647837109504543e-01 2.051990791831472372e+00
8.778103616813294208e-01 5.359016637673592598e-01 2.052615385194105357e+00
8.787878787878787845e-01 5.357387234832158285e-01 2.053239670352971835e+00
8.797653958944281483e-01 5.355759624931331064e-01 2.053863647799734515e+00
8.807429130009775120e-01 5.354133804328317092e-01 2.054487318024724729e+00
8.817204301075268758e-01 5.352509769391367023e-01 2.055110681516945537e+00
8.826979472140762395e-01 5.350887516499711616e-01 2.055733738764081053e+00
8.836754643206256032e-01 5.349267042043533982e-01 2.056356490252497782e+00
8.846529814271749670e-01 5.347648342423915180e-01 2.056978936467250829e+00
8.856304985337243307e-01 5.346031414052795361e-01 2.057601077892089236e+00
8.866080156402736945e-01 5.344416253352927137e-01 2.058222915009460419e+00
8.875855327468230582e-01 5.342802856757831176e-01 2.058844448300516383e+00
8.885630498533724220e-01 5.341191220711759557e-01 2.059465678245115505e+00
8.895405669599217857e-01 5.339581341669640269e-01 2.060086605321831854e+00
8.905180840664711495e-01 5.337973216097045004e-01 2.060707230007955637e+00
8.914956011730205132e-01 5.336366840470143647e-01 2.061327552779501193e+00
8.924731182795698770e-01 5.334762211275657640e-01 2.061947574111210990e+00
8.934506353861192407e-01 5.333159325010822238e-01 2.062567294476558732e+00
8.944281524926686044e-01 5.331558178183342100e-01 2.063186714347756467e+00
8.954056695992179682e-01 5.329958767311351320e-01 2.063805834195758582e+00
8.963831867057673319e-01 5.328361088923367905e-01 2.064424654490265798e+00
8.973607038123166957e-01 5.326765139558257145e-01 2.065043175699730504e+00
8.983382209188660594e-01 5.325170915765186086e-01 2.065661398291360751e+00
8.993157380254154232e-01 5.323578414103584677e-01 2.066279322731126911e+00
9.002932551319647869e-01 5.321987631143104691e-01 2.066896949483763013e+00
9.012707722385141507e-01 5.320398563463578645e-01 2.067514279012774292e+00
9.022482893450635144e-01 5.318811207654978723e-01 2.068131311780440740e+00
9.032258064516128782e-01 5.317225560317376809e-01 2.068748048247821103e+00
9.042033235581622419e-01 5.315641618060906737e-01 2.069364488874758212e+00
9.051808406647116056e-01 5.314059377505720994e-01 2.069980634119882534e+00
9.061583577712609694e-01 5.312478835281951861e-01 2.070596484440618390e+00
9.071358748778103331e-01 5.310899988029674779e-01 2.071212040293186174e+00
9.081133919843596969e-01 5.309322832398863934e-01 2.071827302132609017e+00
9.090909090909090606e-01 5.307747365049357846e-01 2.072442270412715892e+00
9.100684261974584244e-01 5.306173582650817178e-01 2.073056945586146060e+00
9.110459433040077881e-01 5.304601481882689207e-01 2.073671328104353950e+00
9.120234604105571519e-01 5.303031059434168970e-01 2.074285418417612714e+00
9.130009775171065156e-01 5.301462312004153743e-01 2.074899216975020444e+00
9.139784946236558794e-01 5.299895236301216395e-01 2.075512724224502392e+00
9.149560117302052431e-01 5.298329829043559869e-01 2.076125940612815857e+00
9.159335288367546068e-01 5.296766086958981656e-01 2.076738866585555066e+00
9.169110459433039706e-01 5.295204006784833828e-01 2.077351502587155618e+00
9.178885630498533343e-01 5.293643585267989726e-01 2.077963849060897594e+00
9.188660801564026981e-01 5.292084819164806220e-01 2.078575906448909549e+00
9.198435972629520618e-01 5.290527705241080403e-01 2.079187675192176066e+00
9.208211143695014256e-01 5.288972240272025171e-01 2.079799155730536420e+00
9.217986314760507893e-01 5.287418421042214822e-01 2.080410348502694351e+00
9.227761485826001531e-01 5.285866244345568399e-01 2.081021253946218064e+00
9.237536656891495168e-01 5.284315706985296401e-01 2.081631872497546887e+00
9.247311827956988806e-01 5.282766805773876362e-01 2.082242204591993495e+00
9.257086999022482443e-01 5.281219537533011765e-01 2.082852250663749683e+00
9.266862170087976081e-01 5.279673899093596523e-01 2.083462011145888582e+00
9.276637341153469718e-01 5.278129887295679445e-01 2.084071486470371326e+00
9.286412512218963355e-01 5.276587498988427605e-01 2.084680677068049270e+00
9.296187683284456993e-01 5.275046731030097469e-01 2.085289583368667099e+00
9.305962854349950630e-01 5.273507580287990493e-01 2.085898205800869043e+00
9.315738025415444268e-01 5.271970043638424253e-01 2.086506544792201545e+00
9.325513196480937905e-01 5.270434117966699139e-01 2.087114600769117256e+00
9.335288367546431543e-01 5.268899800167055059e-01 2.087722374156979921e+00
9.345063538611925180e-01 5.267367087142647009e-01 2.088329865380067041e+00
9.354838709677418818e-01 5.265835975805506219e-01 2.088937074861574761e+00
9.364613880742912455e-01 5.264306463076506848e-01 2.089544003023620533e+00
9.374389051808406093e-01 5.262778545885328230e-01 2.090150650287248890e+00
9.384164222873900840e-01 5.261252221170430454e-01 2.090757017072432777e+00
9.393939393939394478e-01 5.259727485879011066e-01 2.091363103798080214e+00
9.403714565004888115e-01 5.258204336966973980e-01 2.091968910882036514e+00
9.413489736070381753e-01 5.256682771398903942e-01 2.092574438741086507e+00
9.423264907135875390e-01 5.255162786148022125e-01 2.093179687790962529e+00
9.433040078201369028e-01 5.253644378196159481e-01 2.093784658446343983e+00
9.442815249266862665e-01 5.252127544533724546e-01 2.094389351120863552e+00
9.452590420332356302e-01 5.250612282159665689e-01 2.094993766227110310e+00
9.462365591397849940e-01 5.249098588081445582e-01 2.095597904176632831e+00
9.472140762463343577e-01 5.247586459315005669e-01 2.096201765379943183e+00
9.481915933528837215e-01 5.246075892884729530e-01 2.096805350246521815e+00
9.491691104594330852e-01 5.244566885823420677e-01 2.097408659184818891e+00
9.501466275659824490e-01 5.243059435172258143e-01 2.098011692602260503e+00
9.511241446725318127e-01 5.241553537980777611e-01 2.098614450905250006e+00
9.521016617790811765e-01 5.240049191306832554e-01 2.099216934499173348e+00
9.530791788856305402e-01 5.238546392216563152e-01 2.099819143788400844e+00
9.540566959921799040e-01 5.237045137784367421e-01 2.100421079176293393e+00
9.550342130987292677e-01 5.235545425092865690e-01 2.101022741065203814e+00
9.560117302052786314e-01 5.234047251232878395e-01 2.101624129856480394e+00
9.569892473118279952e-01 5.232550613303382780e-01 2.102225245950472665e+00
9.579667644183773589e-01 5.231055508411496247e-01 2.102826089746531402e+00
9.589442815249267227e-01 5.229561933672433049e-01 2.103426661643015727e+00
9.599217986314760864e-01 5.228069886209483208e-01 2.104026962037294002e+00
9.608993157380254502e-01 5.226579363153974755e-01 2.104626991325749152e+00
9.618768328445748139e-01 5.225090361645252646e-01 2.105226749903780004e+00
9.628543499511241777e-01 5.223602878830639895e-01 2.105826238165806163e+00
9.638318670576735414e-01 5.222116911865410938e-01 2.106425456505272464e+00
9.648093841642229052e-01 5.220632457912766089e-01 2.107024405314648963e+00
9.657869012707722689e-01 5.219149514143796020e-01 2.107623084985438489e+00
9.667644183773216326e-01 5.217668077737456223e-01 2.108221495908176646e+00
9.677419354838709964e-01 5.216188145880534810e-01 2.108819638472437141e+00
9.687194525904203601e-01 5.214709715767624765e-01 2.109417513066834005e+00
9.696969696969697239e-01 5.213232784601099512e-01 2.110015120079025586e+00
9.706744868035190876e-01 5.211757349591072952e-01 2.110612459895717663e+00
9.716520039100684514e-01 5.210283407955382806e-01 2.111209532902667441e+00
9.726295210166178151e-01 5.208810956919552870e-01 2.111806339484685324e+00
9.736070381231671789e-01 5.207339993716774140e-01 2.112402880025638030e+00
9.745845552297165426e-01 5.205870515587863734e-01 2.112999154908455246e+00
9.755620723362659064e-01 5.204402519781249348e-01 2.113595164515128744e+00
9.765395894428152701e-01 5.202936003552933730e-01 2.114190909226717707e+00
9.775171065493646338e-01 5.201470964166465816e-01 2.114786389423351842e+00
9.784946236559139976e-01 5.200007398892921850e-01 2.115381605484233152e+00
9.794721407624633613e-01 5.198545305010867645e-01 2.115976557787641710e+00
9.804496578690127251e-01 5.197084679806334151e-01 2.116571246710936549e+00
9.814271749755620888e-01 5.195625520572794143e-01 2.117165672630559659e+00
9.824046920821114526e-01 5.194167824611130024e-01 2.117759835922039091e+00
9.833822091886608163e-01 5.192711589229608293e-01 2.118353736959992073e+00
9.843597262952101801e-01 5.191256811743854005e-01 2.118947376118128556e+00
9.853372434017595438e-01 5.189803489476820797e-01 2.119540753769252994e+00
9.863147605083089076e-01 5.188351619758768685e-01 2.120133870285268785e+00
9.872922776148582713e-01 5.186901199927229644e-01 2.120726726037181376e+00
9.882697947214076351e-01 5.185452227326988739e-01 2.121319321395100488e+00
9.892473118279569988e-01 5.184004699310057473e-01 2.121911656728242779e+00
9.902248289345063625e-01 5.182558613235641598e-01 2.122503732404936283e+00
9.912023460410557263e-01 5.181113966470120014e-01 2.123095548792622633e+00
9.921798631476050900e-01 5.179670756387014796e-01 2.123687106257860169e+00
9.931573802541544538e-01 5.178228980366968992e-01 2.124278405166327044e+00
9.941348973607038175e-01 5.176788635797721083e-01 2.124869445882823449e+00
9.951124144672531813e-01 5.175349720074073900e-01 2.125460228771276050e+00
9.960899315738025450e-01 5.173912230597875750e-01 2.126050754194739323e+00
9.970674486803519088e-01 5.172476164777989327e-01 2.126641022515400437e+00
9.980449657869012725e-01 5.171041520030271732e-01 2.127231034094579254e+00
9.990224828934506363e-01 5.169608293777543384e-01 2.127820789292734993e+00
1.000000000000000000e+00 5.168176483449568037e-01 2.128410288469465339e+00
