# x_cm rho_gcm3 Pgas_ergcm3 Erad_ergcm3
3.616031280547409921e+01 1.206171762273369863e+00 1.139810754374407750e+15 3.829586933279236500e+15
3.628543499511241777e+01 1.206988286911560015e+00 1.140441467338616750e+15 3.827695114649734500e+15
3.641055718475073633e+01 1.207805655228485708e+00 1.141072633568408250e+15 3.825801942722099000e+15
3.653567937438905489e+01 1.208623867378247008e+00 1.141704252548366500e+15 3.823907418883039000e+15
3.666080156402737344e+01 1.209442923527166869e+00 1.142336323771678500e+15 3.822011544493881500e+15
3.678592375366569200e+01 1.210262823853790248e+00 1.142968846740120000e+15 3.820114320890620500e+15
3.691104594330401056e+01 1.211083568548885658e+00 1.143601820964040750e+15 3.818215749383970500e+15
3.703616813294232912e+01 1.211905157815442724e+00 1.144235245962349000e+15 3.816315831259416500e+15
3.716129032258064768e+01 1.212727591868675070e+00 1.144869121262497250e+15 3.814414567777266500e+15
3.728641251221896624e+01 1.213550870936017656e+00 1.145503446400467000e+15 3.812511960172705000e+15
3.741153470185728480e+01 1.214374995257128997e+00 1.146138220920753000e+15 3.810608009655839000e+15
3.753665689149560336e+01 1.215199965083889388e+00 1.146773444376349500e+15 3.808702717411758500e+15
3.766177908113392192e+01 1.216025780680402235e+00 1.147409116328735000e+15 3.806796084600579000e+15
3.778690127077224048e+01 1.216852442322992944e+00 1.148045236347855000e+15 3.804888112357501000e+15
3.791202346041055904e+01 1.217679950300210034e+00 1.148681804012110250e+15 3.802978801792860500e+15
3.803714565004887760e+01 1.218508304912824247e+00 1.149318818908338250e+15 3.801068153992179500e+15
3.816226783968719616e+01 1.219337506473828769e+00 1.149956280631800750e+15 3.799156170016224000e+15
3.828739002932551472e+01 1.220167555308439677e+00 1.150594188786165500e+15 3.797242850901047000e+15
3.841251221896383328e+01 1.220998451754095493e+00 1.151232542983494000e+15 3.795328197658054000e+15
3.853763440860215184e+01 1.221830196160456961e+00 1.151871342844223250e+15 3.793412211274040000e+15
3.866275659824047040e+01 1.222662788889407715e+00 1.152510587997152000e+15 3.791494892711259500e+15
3.878787878787878896e+01 1.223496230315053834e+00 1.153150278079425500e+15 3.789576242907471000e+15
3.891300097751710751e+01 1.224330520823724067e+00 1.153790412736517750e+15 3.787656262775986500e+15
3.903812316715542607e+01 1.225165660813969604e+00 1.154430991622218500e+15 3.785734953205734000e+15
3.916324535679374463e+01 1.226001650696564083e+00 1.155072014398616250e+15 3.783812315061306500e+15
3.928836754643206319e+01 1.226838490894503808e+00 1.155713480736082250e+15 3.781888349183012000e+15
3.941348973607038175e+01 1.227676181843007530e+00 1.156355390313255750e+15 3.779963056386939000e+15
3.953861192570870031e+01 1.228514723989517110e+00 1.156997742817027750e+15 3.778036437464996500e+15
3.966373411534701887e+01 1.229354117793695744e+00 1.157640537942524500e+15 3.776108493184972500e+15
3.978885630498533743e+01 1.230194363727430629e+00 1.158283775393092750e+15 3.774179224290596500e+15
3.991397849462365599e+01 1.231035462274830294e+00 1.158927454880283500e+15 3.772248631501585500e+15
4.003910068426197455e+01 1.231877413932226384e+00 1.159571576123835000e+15 3.770316715513696000e+15
4.016422287390029311e+01 1.232720219208173429e+00 1.160216138851658750e+15 3.768383476998788500e+15
4.028934506353861167e+01 1.233563878623447518e+00 1.160861142799820750e+15 3.766448916604874000e+15
4.041446725317693023e+01 1.234408392711048519e+00 1.161506587712528500e+15 3.764513034956167000e+15
4.053958944281524879e+01 1.235253762016197632e+00 1.162152473342111750e+15 3.762575832653155000e+15
4.066471163245356735e+01 1.236099987096339614e+00 1.162798799449008500e+15 3.760637310272632000e+15
4.078983382209188591e+01 1.236947068521141002e+00 1.163445565801747750e+15 3.758697468367773000e+15
4.091495601173020447e+01 1.237795006872491443e+00 1.164092772176933750e+15 3.756756307468179000e+15
4.104007820136852303e+01 1.238643802744502809e+00 1.164740418359229000e+15 3.754813828079932500e+15
4.116520039100684158e+01 1.239493456743509636e+00 1.165388504141338250e+15 3.752870030685655500e+15
4.129032258064516014e+01 1.240343969488069131e+00 1.166037029323991500e+15 3.750924915744568000e+15
4.141544477028347870e+01 1.241195341608960723e+00 1.166685993715929500e+15 3.748978483692541000e+15
4.154056695992179726e+01 1.242047573749186506e+00 1.167335397133883500e+15 3.747030734942147000e+15
4.166568914956011582e+01 1.242900666563971690e+00 1.167985239402562750e+15 3.745081669882722000e+15
4.179081133919843438e+01 1.243754620720762816e+00 1.168635520354634750e+15 3.743131288880427500e+15
4.191593352883675294e+01 1.244609436899230426e+00 1.169286239830710750e+15 3.741179592278292000e+15
4.204105571847507150e+01 1.245465115791266397e+00 1.169937397679327250e+15 3.739226580396276500e+15
4.216617790811339006e+01 1.246321658100985719e+00 1.170588993756930250e+15 3.737272253531335000e+15
4.229130009775170862e+01 1.247179064544726046e+00 1.171241027927858750e+15 3.735316611957464000e+15
4.241642228739002718e+01 1.248037335851047036e+00 1.171893500064326250e+15 3.733359655925755500e+15
4.254154447702834574e+01 1.248896472760731680e+00 1.172546410046406000e+15 3.731401385664469500e+15
4.266666666666666430e+01 1.249756476026784968e+00 1.173199757762012250e+15 3.729441801379069500e+15
4.279178885630498286e+01 1.250617346414434339e+00 1.173853543106884250e+15 3.727480903252304000e+15
4.291691104594330142e+01 1.251479084701130118e+00 1.174507765984568250e+15 3.725518691444241500e+15
4.304203323558161998e+01 1.252341691676545077e+00 1.175162426306402250e+15 3.723555166092342500e+15
4.316715542521993854e+01 1.253205168142574655e+00 1.175817523991496000e+15 3.721590327311507500e+15
4.329227761485825710e+01 1.254069514913336292e+00 1.176473058966716250e+15 3.719624175194144500e+15
4.341739980449657565e+01 1.254934732815170983e+00 1.177129031166668750e+15 3.717656709810216000e+15
4.354252199413489421e+01 1.255800822686641061e+00 1.177785440533680250e+15 3.715687931207306000e+15
4.366764418377321277e+01 1.256667785378532409e+00 1.178442287017781750e+15 3.713717839410671500e+15
4.379276637341153133e+01 1.257535621753853139e+00 1.179099570576691250e+15 3.711746434423304000e+15
4.391788856304984989e+01 1.258404332687833582e+00 1.179757291175796000e+15 3.709773716225989000e+15
4.404301075268817556e+01 1.259273919067927183e+00 1.180415448788135500e+15 3.707799684777360500e+15
4.416813294232649412e+01 1.260144381793809165e+00 1.181074043394381750e+15 3.705824340013959500e+15
4.429325513196481268e+01 1.261015721777378307e+00 1.181733074982825750e+15 3.703847681850299500e+15
4.441837732160313124e+01 1.261887939942754944e+00 1.182392543549355500e+15 3.701869710178914500e+15
4.454349951124144980e+01 1.262761037226282745e+00 1.183052449097441500e+15 3.699890424870425500e+15
4.466862170087976835e+01 1.263635014576527382e+00 1.183712791638117250e+15 3.697909825773599000e+15
4.479374389051808691e+01 1.264509872954277414e+00 1.184373571189962000e+15 3.695927912715405000e+15
4.491886608015640547e+01 1.265385613332543846e+00 1.185034787779083250e+15 3.693944685501071500e+15
4.504398826979472403e+01 1.266262236696560350e+00 1.185696441439098000e+15 3.691960143914154500e+15
4.516911045943304259e+01 1.267139744043782601e+00 1.186358532211114500e+15 3.689974287716582000e+15
4.529423264907136115e+01 1.268018136383889605e+00 1.187021060143716750e+15 3.687987116648733500e+15
4.541935483870967971e+01 1.268897414738782148e+00 1.187684025292943500e+15 3.685998630429482000e+15
4.554447702834799827e+01 1.269777580142584572e+00 1.188347427722271500e+15 3.684008828756261500e+15
4.566959921798631683e+01 1.270658633641642554e+00 1.189011267502596750e+15 3.682017711305126000e+15
4.579472140762463539e+01 1.271540576294525327e+00 1.189675544712217750e+15 3.680025277730814000e+15
4.591984359726295395e+01 1.272423409172024122e+00 1.190340259436815500e+15 3.678031527666799500e+15
4.604496578690127251e+01 1.273307133357152843e+00 1.191005411769435250e+15 3.676036460725361000e+15
4.617008797653959107e+01 1.274191749945147834e+00 1.191671001810470000e+15 3.674040076497638000e+15
4.629521016617790963e+01 1.275077260043468330e+00 1.192337029667640000e+15 3.672042374553686500e+15
4.642033235581622819e+01 1.275963664771796013e+00 1.193003495455975500e+15 3.670043354442553000e+15
4.654545454545454675e+01 1.276850965262034787e+00 1.193670399297797250e+15 3.668043015692322000e+15
4.667057673509286531e+01 1.277739162658311223e+00 1.194337741322699750e+15 3.666041357810187500e+15
4.679569892473118387e+01 1.278628258116974781e+00 1.195005521667529750e+15 3.664038380282505000e+15
4.692082111436950242e+01 1.279518252806597145e+00 1.195673740476370500e+15 3.662034082574857500e+15
4.704594330400782098e+01 1.280409147907972667e+00 1.196342397900521250e+15 3.660028464132115500e+15
4.717106549364613954e+01 1.281300944614118142e+00 1.197011494098479000e+15 3.658021524378504500e+15
4.729618768328445810e+01 1.282193644130273036e+00 1.197681029235919250e+15 3.656013262717654000e+15
4.742130987292277666e+01 1.283087247673899256e+00 1.198351003485678250e+15 3.654003678532671500e+15
4.754643206256109522e+01 1.283981756474681379e+00 1.199021417027732750e+15 3.651992771186199000e+15
4.767155425219941378e+01 1.284877171774526428e+00 1.199692270049181750e+15 3.649980540020473500e+15
4.779667644183773234e+01 1.285773494827564090e+00 1.200363562744227000e+15 3.647966984357392000e+15
4.792179863147605090e+01 1.286670726900146500e+00 1.201035295314154500e+15 3.645952103498571000e+15
4.804692082111436946e+01 1.287568869270848237e+00 1.201707467967314750e+15 3.643935896725414000e+15
4.817204301075268802e+01 1.288467923230466772e+00 1.202380080919103750e+15 3.641918363299171000e+15
4.829716520039100658e+01 1.289367890082021573e+00 1.203053134391943750e+15 3.639899502460996000e+15
4.842228739002932514e+01 1.290268771140755444e+00 1.203726628615264250e+15 3.637879313432017500e+15
4.854740957966764370e+01 1.291170567734132968e+00 1.204400563825482000e+15 3.635857795413401000e+15
4.867253176930596226e+01 1.292073281201841617e+00 1.205074940265981750e+15 3.633834947586405000e+15
4.879765395894428082e+01 1.292976912895791530e+00 1.205749758187097750e+15 3.631810769112450500e+15
4.892277614858259938e+01 1.293881464180115293e+00 1.206425017846092250e+15 3.629785259133183500e+15
4.904789833822091794e+01 1.294786936431167712e+00 1.207100719507138000e+15 3.627758416770535000e+15
4.917302052785923649e+01 1.295693331037526708e+00 1.207776863441297000e+15 3.625730241126792000e+15
4.929814271749755505e+01 1.296600649399992422e+00 1.208453449926502000e+15 3.623700731284649000e+15
4.942326490713587361e+01 1.297508892931587665e+00 1.209130479247535500e+15 3.621669886307283500e+15
4.954838709677419217e+01 1.298418063057557470e+00 1.209807951696011250e+15 3.619637705238414500e+15
4.967350928641251073e+01 1.299328161215369981e+00 1.210485867570353000e+15 3.617604187102364500e+15
4.979863147605082929e+01 1.300239188854715344e+00 1.211164227175776250e+15 3.615569330904131000e+15
4.992375366568914785e+01 1.301151147437506594e+00 1.211843030824266750e+15 3.613533135629445500e+15
5.004887585532746641e+01 1.302064038437879434e+00 1.212522278834561500e+15 3.611495600244838500e+15
5.017399804496578497e+01 1.302977863342191567e+00 1.213201971532127250e+15 3.609456723697700000e+15
5.029912023460410353e+01 1.303892623649023808e+00 1.213882109249142750e+15 3.607416504916356000e+15
5.042424242424242209e+01 1.304808320869179195e+00 1.214562692324475500e+15 3.605374942810121000e+15
5.054936461388074065e+01 1.305724956525683433e+00 1.215243721103664500e+15 3.603332036269369500e+15
5.067448680351905921e+01 1.306642532153784675e+00 1.215925195938897500e+15 3.601287784165600000e+15
5.079960899315737777e+01 1.307561049300953959e+00 1.216607117188992250e+15 3.599242185351501500e+15
5.092473118279569633e+01 1.308480509526884328e+00 1.217289485219375000e+15 3.597195238661012000e+15
5.104985337243401489e+01 1.309400914403491711e+00 1.217972300402060750e+15 3.595146942909398000e+15
5.117497556207233345e+01 1.310322265514914708e+00 1.218655563115632250e+15 3.593097296893303000e+15
5.130009775171065201e+01 1.311244564457514139e+00 1.219339273745219250e+15 3.591046299390825500e+15
5.142521994134897056e+01 1.312167812839873715e+00 1.220023432682478750e+15 3.588993949161582000e+15
5.155034213098728912e+01 1.313092012282799148e+00 1.220708040325573000e+15 3.586940244946772000e+15
5.167546432062560768e+01 1.314017164419319483e+00 1.221393097079149500e+15 3.584885185469241000e+15
5.180058651026392624e+01 1.314943270894685767e+00 1.222078603354320000e+15 3.582828769433558000e+15
5.192570869990224480e+01 1.315870333366371492e+00 1.222764559568639750e+15 3.580770995526068500e+15
5.205083088954056336e+01 1.316798353504073038e+00 1.223450966146086000e+15 3.578711862414964500e+15
5.217595307917888903e+01 1.317727332989709454e+00 1.224137823517037250e+15 3.576651368750363000e+15
5.230107526881720759e+01 1.318657273517422013e+00 1.224825132118253000e+15 3.574589513164353000e+15
5.242619745845552615e+01 1.319588176793574430e+00 1.225512892392850250e+15 3.572526294271081500e+15
5.255131964809384471e+01 1.320520044536753312e+00 1.226201104790286000e+15 3.570461710666808500e+15
5.267644183773216326e+01 1.321452878477767712e+00 1.226889769766332000e+15 3.568395760929978500e+15
5.280156402737048182e+01 1.322386680359649125e+00 1.227578887783056000e+15 3.566328443621286500e+15
5.292668621700880038e+01 1.323321451937651716e+00 1.228268459308799500e+15 3.564259757283748000e+15
5.305180840664711894e+01 1.324257194979252095e+00 1.228958484818156500e+15 3.562189700442766500e+15
5.317693059628543750e+01 1.325193911264149316e+00 1.229648964791952000e+15 3.560118271606200000e+15
5.330205278592375606e+01 1.326131602584265545e+00 1.230339899717220250e+15 3.558045469264425000e+15
5.342717497556207462e+01 1.327070270743744951e+00 1.231031290087182750e+15 3.555971291890414000e+15
5.355229716520039318e+01 1.328009917558954145e+00 1.231723136401227500e+15 3.553895737939795000e+15
5.367741935483871174e+01 1.328950544858482630e+00 1.232415439164886250e+15 3.551818805850927500e+15
5.380254154447703030e+01 1.329892154483142575e+00 1.233108198889814000e+15 3.549740494044963000e+15
5.392766373411534886e+01 1.330834748285968372e+00 1.233801416093765000e+15 3.547660800925918000e+15
5.405278592375366742e+01 1.331778328132216860e+00 1.234495091300572500e+15 3.545579724880747000e+15
5.417790811339198598e+01 1.332722895899367987e+00 1.235189225040127000e+15 3.543497264279402500e+15
5.430303030303030454e+01 1.333668453477123705e+00 1.235883817848352750e+15 3.541413417474911000e+15
5.442815249266862310e+01 1.334615002767408631e+00 1.236578870267186000e+15 3.539328182803439000e+15
5.455327468230694166e+01 1.335562545684370273e+00 1.237274382844553750e+15 3.537241558584365500e+15
5.467839687194526022e+01 1.336511084154378137e+00 1.237970356134350500e+15 3.535153543120346000e+15
5.480351906158357878e+01 1.337460620116024845e+00 1.238666790696416250e+15 3.533064134697389500e+15
5.492864125122189733e+01 1.338411155520125018e+00 1.239363687096514000e+15 3.530973331584921500e+15
5.505376344086021589e+01 1.339362692329716387e+00 1.240061045906307250e+15 3.528881132035858500e+15
5.517888563049853445e+01 1.340315232520058686e+00 1.240758867703337750e+15 3.526787534286676000e+15
5.530400782013685301e+01 1.341268778078634760e+00 1.241457153071003250e+15 3.524692536557481000e+15
5.542913000977517157e+01 1.342223331005149456e+00 1.242155902598533000e+15 3.522596137052079000e+15
5.555425219941349013e+01 1.343178893311530286e+00 1.242855116880967250e+15 3.520498333958045500e+15
5.567937438905180869e+01 1.344135467021927655e+00 1.243554796519133250e+15 3.518399125446803500e+15
5.580449657869012725e+01 1.345093054172714409e+00 1.244254942119622750e+15 3.516298509673679000e+15
5.592961876832844581e+01 1.346051656812485620e+00 1.244955554294769000e+15 3.514196484777991500e+15
5.605474095796676437e+01 1.347011277002059249e+00 1.245656633662623750e+15 3.512093048883108000e+15
5.617986314760508293e+01 1.347971916814475479e+00 1.246358180846934000e+15 3.509988200096527000e+15
5.630498533724340149e+01 1.348933578334997607e+00 1.247060196477118750e+15 3.507881936509937000e+15
5.643010752688172005e+01 1.349896263661110707e+00 1.247762681188246750e+15 3.505774256199304000e+15
5.655522971652003861e+01 1.350859974902522964e+00 1.248465635621012500e+15 3.503665157224929000e+15
5.668035190615835717e+01 1.351824714181165232e+00 1.249169060421712250e+15 3.501554637631529500e+15
5.680547409579667573e+01 1.352790483631190144e+00 1.249872956242221750e+15 3.499442695448303000e+15
5.693059628543499429e+01 1.353757285398973664e+00 1.250577323739972500e+15 3.497329328689009000e+15
5.705571847507331285e+01 1.354725121643113983e+00 1.251282163577927750e+15 3.495214535352035500e+15
5.718084066471163140e+01 1.355693994534431956e+00 1.251987476424559750e+15 3.493098313420466500e+15
5.730596285434994996e+01 1.356663906255970886e+00 1.252693262953824750e+15 3.490980660862172000e+15
5.743108504398826852e+01 1.357634859002996297e+00 1.253399523845140000e+15 3.488861575629856500e+15
5.755620723362658708e+01 1.358606854982997048e+00 1.254106259783360750e+15 3.486741055661151500e+15
5.768132942326490564e+01 1.359579896415683997e+00 1.254813471458754750e+15 3.484619098878684500e+15
5.780645161290322420e+01 1.360553985532990673e+00 1.255521159566979500e+15 3.482495703190143500e+15
5.793157380254154276e+01 1.361529124579073047e+00 1.256229324809057500e+15 3.480370866488360500e+15
5.805669599217986132e+01 1.362505315810309536e+00 1.256937967891352250e+15 3.478244586651378500e+15
5.818181818181817988e+01 1.363482561495301892e+00 1.257647089525544750e+15 3.476116861542529500e+15
5.830694037145649844e+01 1.364460863914873201e+00 1.258356690428608250e+15 3.473987689010507500e+15
5.843206256109481700e+01 1.365440225362070104e+00 1.259066771322785000e+15 3.471857066889440500e+15
5.855718475073313556e+01 1.366420648142161465e+00 1.259777332935560500e+15 3.469724992998964500e+15
5.868230694037145412e+01 1.367402134572638372e+00 1.260488375999640500e+15 3.467591465144304500e+15
5.880742913000977268e+01 1.368384686983214804e+00 1.261199901252925000e+15 3.465456481116338000e+15
5.893255131964809124e+01 1.369368307715827182e+00 1.261911909438485000e+15 3.463320038691678500e+15
5.905767350928640980e+01 1.370352999124634819e+00 1.262624401304537250e+15 3.461182135632744000e+15
5.918279569892472836e+01 1.371338763576018804e+00 1.263337377604418750e+15 3.459042769687843500e+15
5.930791788856304692e+01 1.372325603448583786e+00 1.264050839096563500e+15 3.456901938591234000e+15
5.943304007820136547e+01 1.373313521133155968e+00 1.264764786544476000e+15 3.454759640063210000e+15
5.955816226783968403e+01 1.374302519032784664e+00 1.265479220716707000e+15 3.452615871810178000e+15
5.968328445747800259e+01 1.375292599562741636e+00 1.266194142386829000e+15 3.450470631524724500e+15
5.980840664711632115e+01 1.376283765150521310e+00 1.266909552333410000e+15 3.448323916885695000e+15
5.993352883675463971e+01 1.377276018235840338e+00 1.267625451339988000e+15 3.446175725558271500e+15
6.005865102639296538e+01 1.378269361270638260e+00 1.268341840195048000e+15 3.444026055194053000e+15
6.018377321603128394e+01 1.379263796719077062e+00 1.269058719691995000e+15 3.441874903431124500e+15
6.030889540566960250e+01 1.380259327057541174e+00 1.269776090629127000e+15 3.439722267894129500e+15
6.043401759530792106e+01 1.381255954774637473e+00 1.270493953809613250e+15 3.437568146194362000e+15
6.055913978494623962e+01 1.382253682371195724e+00 1.271212310041464750e+15 3.435412535929828000e+15
6.068426197458455817e+01 1.383252512360268138e+00 1.271931160137512500e+15 3.433255434685332000e+15
6.080938416422287673e+01 1.384252447267129149e+00 1.272650504915376750e+15 3.431096840032546000e+15
6.093450635386119529e+01 1.385253489629276302e+00 1.273370345197447250e+15 3.428936749530094500e+15
6.105962854349951385e+01 1.386255641996429144e+00 1.274090681810851750e+15 3.426775160723629000e+15
6.118475073313783241e+01 1.387258906930530333e+00 1.274811515587434000e+15 3.424612071145904500e+15
6.130987292277615097e+01 1.388263287005744306e+00 1.275532847363724500e+15 3.422447478316855500e+15
6.143499511241446953e+01 1.389268784808458834e+00 1.276254677980917750e+15 3.420281379743679500e+15
6.156011730205278809e+01 1.390275402937283689e+00 1.276977008284842500e+15 3.418113772920912000e+15
6.168523949169110665e+01 1.391283144003051753e+00 1.277699839125939000e+15 3.415944655330501500e+15
6.181036168132942521e+01 1.392292010628817689e+00 1.278423171359229000e+15 3.413774024441891500e+15
6.193548387096774377e+01 1.393302005449859271e+00 1.279147005844291750e+15 3.411601877712100500e+15
6.206060606060606233e+01 1.394313131113676718e+00 1.279871343445237250e+15 3.409428212585796000e+15
6.218572825024438089e+01 1.395325390279992694e+00 1.280596185030679000e+15 3.407253026495380500e+15
6.231085043988269945e+01 1.396338785620752532e+00 1.281321531473706750e+15 3.405076316861062500e+15
6.243597262952101801e+01 1.397353319820124007e+00 1.282047383651860750e+15 3.402898081090936000e+15
6.256109481915933657e+01 1.398368995574497564e+00 1.282773742447105000e+15 3.400718316581072000e+15
6.268621700879765513e+01 1.399385815592486315e+00 1.283500608745799000e+15 3.398537020715582500e+15
6.281133919843597369e+01 1.400403782594925151e+00 1.284227983438672000e+15 3.396354190866707500e+15
6.293646138807429224e+01 1.401422899314872739e+00 1.284955867420795500e+15 3.394169824394897500e+15
6.306158357771261080e+01 1.402443168497609305e+00 1.285684261591555500e+15 3.391983918648887500e+15
6.318670576735092936e+01 1.403464592900637964e+00 1.286413166854625500e+15 3.389796470965783500e+15
6.331182795698924792e+01 1.404487175293684498e+00 1.287142584117940250e+15 3.387607478671134500e+15
6.343695014662756648e+01 1.405510918458697134e+00 1.287872514293666000e+15 3.385416939079023500e+15
6.356207233626588504e+01 1.406535825189846545e+00 1.288602958298174750e+15 3.383224849492139000e+15
6.368719452590420360e+01 1.407561898293525848e+00 1.289333917052016500e+15 3.381031207201863000e+15
6.381231671554252216e+01 1.408589140588351496e+00 1.290065391479891000e+15 3.378836009488347000e+15
6.393743890518084072e+01 1.409617554905161274e+00 1.290797382510619500e+15 3.376639253620594500e+15
6.406256109481915928e+01 1.410647144087016525e+00 1.291529891077118250e+15 3.374440936856547000e+15
6.418768328445747784e+01 1.411677910989200369e+00 1.292262918116368750e+15 3.372241056443158500e+15
6.431280547409579640e+01 1.412709858479219482e+00 1.292996464569392000e+15 3.370039609616480000e+15
6.443792766373411496e+01 1.413742989436802100e+00 1.293730531381217750e+15 3.367836593601744000e+15
6.456304985337243352e+01 1.414777306753899122e+00 1.294465119500857500e+15 3.365632005613445500e+15
6.468817204301075208e+01 1.415812813334684783e+00 1.295200229881277500e+15 3.363425842855423500e+15
6.481329423264907064e+01 1.416849512095555097e+00 1.295935863479367750e+15 3.361218102520941000e+15
6.493841642228738920e+01 1.417887405965128744e+00 1.296672021255915250e+15 3.359008781792772500e+15
6.506353861192570776e+01 1.418926497884247295e+00 1.297408704175574500e+15 3.356797877843285500e+15
6.518866080156402631e+01 1.419966790805974322e+00 1.298145913206839500e+15 3.354585387834519000e+15
6.531378299120234487e+01 1.421008287695596728e+00 1.298883649322015250e+15 3.352371308918274000e+15
6.543890518084066343e+01 1.422050991530623198e+00 1.299621913497187500e+15 3.350155638236195000e+15
6.556402737047898199e+01 1.423094905300785307e+00 1.300360706712194500e+15 3.347938372919845500e+15
6.568914956011730055e+01 1.424140032008037293e+00 1.301100029950598750e+15 3.345719510090804000e+15
6.581427174975561911e+01 1.425186374666555622e+00 1.301839884199657000e+15 3.343499046860740000e+15
6.593939393939393767e+01 1.426233936302739425e+00 1.302580270450291000e+15 3.341276980331501500e+15
6.606451612903225623e+01 1.427282719955210943e+00 1.303321189697058500e+15 3.339053307595196000e+15
6.618963831867057479e+01 1.428332728674813756e+00 1.304062642938123250e+15 3.336828025734276500e+15
6.631476050830889335e+01 1.429383965524615441e+00 1.304804631175227250e+15 3.334601131821632500e+15
6.643988269794721191e+01 1.430436433579904687e+00 1.305547155413658250e+15 3.332372622920663500e+15
6.656500488758553047e+01 1.431490135928193741e+00 1.306290216662222000e+15 3.330142496085370500e+15
6.669012707722384903e+01 1.432545075669217294e+00 1.307033815933213500e+15 3.327910748360441500e+15
6.681524926686216759e+01 1.433601255914932038e+00 1.307777954242384000e+15 3.325677376781337500e+15
6.694037145650048615e+01 1.434658679789517777e+00 1.308522632608913500e+15 3.323442378374371000e+15
6.706549364613880471e+01 1.435717350429376538e+00 1.309267852055379500e+15 3.321205750156804000e+15
6.719061583577712327e+01 1.436777270983133015e+00 1.310013613607728250e+15 3.318967489136921500e+15
6.731573802541544183e+01 1.437838444611634570e+00 1.310759918295242250e+15 3.316727592314127500e+15
6.744086021505376038e+01 1.438900874487950787e+00 1.311506767150511500e+15 3.314486056679022500e+15
6.756598240469207894e+01 1.439964563797374142e+00 1.312254161209403250e+15 3.312242879213500500e+15
6.769110459433039750e+01 1.441029515737419331e+00 1.313002101511030500e+15 3.309998056890826500e+15
6.781622678396871606e+01 1.442095733517823941e+00 1.313750589097721000e+15 3.307751586675726500e+15
6.794134897360703462e+01 1.443163220360548005e+00 1.314499625014987750e+15 3.305503465524473500e+15
6.806647116324535318e+01 1.444231979499773777e+00 1.315249210311497500e+15 3.303253690384980500e+15
6.819159335288367174e+01 1.445302014181906625e+00 1.315999346039040250e+15 3.301002258196880500e+15
6.831671554252199030e+01 1.446373327665573916e+00 1.316750033252497500e+15 3.298749165891620000e+15
6.844183773216030886e+01 1.447445923221625907e+00 1.317501273009810750e+15 3.296494410392538000e+15
6.856695992179862742e+01 1.448519804133135525e+00 1.318253066371952750e+15 3.294237988614970000e+15
6.869208211143694598e+01 1.449594973695397693e+00 1.319005414402892000e+15 3.291979897466314500e+15
6.881720430107526454e+01 1.450671435215930449e+00 1.319758318169565250e+15 3.289720133846145000e+15
6.894232649071358310e+01 1.451749192014474277e+00 1.320511778741843750e+15 3.287458694646278000e+15
6.906744868035190166e+01 1.452828247422991659e+00 1.321265797192502250e+15 3.285195576750877500e+15
6.919257086999022022e+01 1.453908604785668413e+00 1.322020374597187000e+15 3.282930777036532000e+15
6.931769305962853878e+01 1.454990267458912578e+00 1.322775512034384500e+15 3.280664292372352000e+15
6.944281524926685734e+01 1.456073238811354420e+00 1.323531210585388500e+15 3.278396119620055000e+15
6.956793743890517590e+01 1.457157522223847312e+00 1.324287471334269000e+15 3.276126255634057000e+15
6.969305962854349445e+01 1.458243121089466854e+00 1.325044295367839000e+15 3.273854697261562000e+15
6.981818181818181301e+01 1.459330038813511088e+00 1.325801683775623250e+15 3.271581441342650000e+15
6.994330400782013157e+01 1.460418278813501169e+00 1.326559637649825750e+15 3.269306484710372000e+15
7.006842619745845013e+01 1.461507844519179811e+00 1.327318158085296250e+15 3.267029824190833500e+15
7.019354838709676869e+01 1.462598739372513279e+00 1.328077246179498500e+15 3.264751456603292000e+15
7.031867057673508725e+01 1.463690966827690065e+00 1.328836903032478500e+15 3.262471378760243500e+15
7.044379276637340581e+01 1.464784530351120884e+00 1.329597129746828750e+15 3.260189587467512500e+15
7.056891495601172437e+01 1.465879433421439115e+00 1.330357927427658750e+15 3.257906079524347500e+15
7.069403714565004293e+01 1.466975679529501253e+00 1.331119297182560000e+15 3.255620851723510000e+15
7.081915933528836149e+01 1.468073272178385347e+00 1.331881240121572750e+15 3.253333900851365000e+15
7.094428152492668005e+01 1.469172214883393002e+00 1.332643757357154750e+15 3.251045223687974000e+15
7.106940371456499861e+01 1.470272511172047825e+00 1.333406850004145250e+15 3.248754817007188000e+15
7.119452590420331717e+01 1.471374164584095867e+00 1.334170519179732750e+15 3.246462677576735500e+15
7.131964809384163573e+01 1.472477178671505849e+00 1.334934766003422000e+15 3.244168802158320000e+15
7.144477028347995429e+01 1.473581556998469599e+00 1.335699591597000750e+15 3.241873187507712000e+15
7.156989247311827285e+01 1.474687303141400507e+00 1.336464997084503250e+15 3.239575830374835500e+15
7.169501466275659141e+01 1.475794420688935293e+00 1.337230983592179750e+15 3.237276727503870500e+15
7.182013685239490997e+01 1.476902913241932902e+00 1.337997552248459500e+15 3.234975875633336000e+15
7.194525904203322852e+01 1.478012784413474723e+00 1.338764704183919250e+15 3.232673271496193500e+15
7.207038123167154708e+01 1.479124037828864813e+00 1.339532440531247000e+15 3.230368911819931000e+15
7.219550342130987985e+01 1.480236677125630340e+00 1.340300762425210000e+15 3.228062793326666000e+15
7.232062561094819841e+01 1.481350705953519808e+00 1.341069671002616500e+15 3.225754912733231000e+15
